id,level,surface,reading_kana,meaning_ko,severity,queue,accepted_reason,issues,catalog_status,catalog_level,catalog_pron,catalog_entry,search_status,search_level,search_entry,jmdict_issue,jmdict_detail,example_source,example_contain_basis,example_jp,spelling_note,naver_means,source_url
w_66c87676a778f34f,N4,おや,おや,어라!,accepted,homograph,동음이의. 카드 뜻과 맞는 네이버 항목이 앱 급수에 있다. N4 おや is the interjection; N2 is 親.,level-ambiguous,manual_review,N2,親,おや,manual_review,N4,おや,,,self,surface,おや、もうこんな時間だ。,,어버이;부모;선조;원조;사물의 근본,https://ja.dict.naver.com/#/search?query=%E3%81%8A%E3%82%84
w_c510d4ba666ff0d0,N4,見つかる,みつかる,발견되다,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N4,見つかる·見付かる,,,naver,surface,遺構から多くの銅鐸が見つかる.,,,https://ja.dict.naver.com/#/search?query=%E8%A6%8B%E3%81%A4%E3%81%8B%E3%82%8B
w_ec8e542da036aeea,N4,一軒,いっけん,"한 채, 한 동(집을 세는 단위)",accepted,counter,조수사·수량 카드. 네이버 목록은 조수사 형태소만 두는 경우가 많다.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,一軒,,,self,surface,駅の近くに小さな店が一軒あります。,,,https://ja.dict.naver.com/#/search?query=%E4%B8%80%E8%BB%92
w_422094ff0a79b584,N4,付く,つく,"붙다, 달리다",accepted,homograph,카드 뜻 ‘붙다’는 검색 N4 付く. N2는 의태어 접미사.,level-ambiguous,manual_review,N2,付く·附く,-つく,manual_review,N4,付く·附く,,,naver,surface,目に付く所に広告を張る.,,소리·동작·모양이 그렇게 됨을 나타냄,https://ja.dict.naver.com/#/search?query=%E4%BB%98%E3%81%8F
w_fbd02e3a324e16c5,N4,乗り換え,のりかえ,"환승, 갈아탐",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N4,乗(り)換え·乗換·乗(り)替え,,,naver,surface,乗り換え駅[乗換駅]にあるデパート,,,https://ja.dict.naver.com/#/search?query=%E4%B9%97%E3%82%8A%E6%8F%9B%E3%81%88
w_4414661a2b5d631d,N4,贈り物,おくりもの,선물,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,贈り物,,,self,surface,贈り物について話す。,,,https://ja.dict.naver.com/#/search?query=%E8%B4%88%E3%82%8A%E7%89%A9
w_a9c3e6ac32a1315a,N4,決まる,きまる,정해지다,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N4,決(ま)る·極る,,,naver,surface,この一戦で運命が決まる.,,,https://ja.dict.naver.com/#/search?query=%E6%B1%BA%E3%81%BE%E3%82%8B
w_ac4a28f37332b6a0,N4,止まる,とまる,멈추다,accepted,catalog-mismatch-unconfirmed,네이버 검색으로 앱 급수가 틀리다고 확정되지 않아 유지. catalog N2 is とどまる; live exact とまる is N4 like the app.,level-mismatch;catalog-mismatch-search-match,mismatch,N2,止まる·留まる·停まる,とどまる,match,N4,止(ま)る·停まる,,,naver,surface,心臓の鼓動が止まる.,,움직이지 않다;머물다;체재하다;머무르다;뒤에 남다,https://ja.dict.naver.com/#/search?query=%E6%AD%A2%E3%81%BE%E3%82%8B
w_a73aed42cd32a397,N4,引き出し,ひきだし,서랍,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N4,引(き)出し·抽き出し,,,naver,surface,引き出しを開けっ放しにする,,,https://ja.dict.naver.com/#/search?query=%E5%BC%95%E3%81%8D%E5%87%BA%E3%81%97
w_713aaa51e13cbeed,N4,叔父,おじ,"작은아버지, 숙부",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N4,伯父·叔父,,,naver,surface,叔父と私は久しぶりに会って食事をしながら、おじと姪の間の情を交わした。,,,https://ja.dict.naver.com/#/search?query=%E5%8F%94%E7%88%B6
w_7bbc01295f752849,N4,ごみ,ごみ,쓰레기,accepted,homograph,동음이의. 카드 뜻과 맞는 네이버 항목이 앱 급수에 있다. N4 塵 is 쓰레기; N3 is 五味.,level-ambiguous,manual_review,N3,五味,ごみ,manual_review,N4,塵·芥·埃,,,naver,surface,ごみの捨て所がない.,,오미,https://ja.dict.naver.com/#/search?query=%E3%81%94%E3%81%BF
w_a7aa783483eb1022,N4,曇り,くもり,흐림,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N4,曇(り),,,naver,surface,秋の空は一点の曇りもなく晴れてうららかだった。,,,https://ja.dict.naver.com/#/search?query=%E6%9B%87%E3%82%8A
w_232fd4c69bca3059,N4,さす,さす,"(우산을) 쓰다, 받다",accepted,homograph,수동 검수에서 네이버 검색의 해당 의미 급수로 옮김. 카탈로그는 동음이의로 남아 목록 매칭이 애매해도 카드 뜻은 확정.,level-ambiguous,manual_review,N2,注す,さす,manual_review,N4,差す,,,self,surface,雨が降ってきたので傘をさす。,,붓다;따르다;도장을 찍다;칠하다,https://ja.dict.naver.com/#/search?query=%E3%81%95%E3%81%99
w_a8e0c824516c8044,N4,乗り物,のりもの,탈것,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,乗り物,,,naver,surface,天気はよかったというものの乗り物でひどい目にあった.,,,https://ja.dict.naver.com/#/search?query=%E4%B9%97%E3%82%8A%E7%89%A9
w_6fcafb10964dff68,N4,売り場,うりば,"매장, 판매장",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N4,売(り)場,,,naver,surface,売り場の商品が冬物から春物に入れ替わった,,,https://ja.dict.naver.com/#/search?query=%E5%A3%B2%E3%82%8A%E5%A0%B4
w_1e72aa50becbc835,N4,ご存じ,ごぞんじ,"아심, 알고 계심",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N4,御存じ·御存知,,,naver,surface,この花の名前をご存じでしたら教えてください,,,https://ja.dict.naver.com/#/search?query=%E3%81%94%E5%AD%98%E3%81%98
w_a81ed89f2576bc17,N4,噛む,かむ,씹다,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N4,噛む·嚙む·咬む·嚼む,,,naver,surface,噛めば噛むほど旨みがでる,,,https://ja.dict.naver.com/#/search?query=%E5%99%9B%E3%82%80
w_bb26b4219e1e1215,N4,泊まる,とまる,"묵다, 숙박하다",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N4,泊(ま)る,,,naver,surface,駅前の旅館に泊まる,,,https://ja.dict.naver.com/#/search?query=%E6%B3%8A%E3%81%BE%E3%82%8B
w_188378c15d9c641d,N4,伯父,おじ,"큰아버지, 백부",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N4,伯父·叔父,,,naver,surface,伯父の家に寄宿する,,,https://ja.dict.naver.com/#/search?query=%E4%BC%AF%E7%88%B6
w_de2f393da5970f45,N4,引っ越す,ひっこす,이사하다,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N4,引っ越す,,,naver,surface,東京に引っ越す,,,https://ja.dict.naver.com/#/search?query=%E5%BC%95%E3%81%A3%E8%B6%8A%E3%81%99
w_14a67e82973f6a3b,N4,乗り換える,のりかえる,갈아타다,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N4,乗(り)換える·乗(り)替える,,,naver,surface,次の駅で乗り換える,,,https://ja.dict.naver.com/#/search?query=%E4%B9%97%E3%82%8A%E6%8F%9B%E3%81%88%E3%82%8B
w_7b8922533fb71c49,N4,聞き取り,ききとり,"듣기, 청취",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N4,聞(き)取り·聴(き)取り,,,naver,surface,イ：君、英語の聞き取りテストはうまくいった？,,,https://ja.dict.naver.com/#/search?query=%E8%81%9E%E3%81%8D%E5%8F%96%E3%82%8A
w_867190723b874b1e,N4,お釣り,おつり,거스름돈,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N4,お釣(り)∙御釣(り),,,naver,surface,イ：さあ、お釣り、ここにございます。,,,https://ja.dict.naver.com/#/search?query=%E3%81%8A%E9%87%A3%E3%82%8A
w_512fde07bc888caa,N4,けんかする,けんかする,싸움,accepted,suru-compound,동사 카드(어간+する). 네이버 목록은 명사 표제어만 둔다.,naver-level-missing;spelling-kana-not-in-jmdict,naver_level_missing,,,,search_no_jlpt,,けん化する,kana-not-in-jmdict,kana form absent from JMdict readings,naver,surface,どたどた(と)とっ組んでけんかする.,,,https://ja.dict.naver.com/#/search?query=%E3%81%91%E3%82%93%E3%81%8B%E3%81%99%E3%82%8B
w_8510568b02e96bd2,N4,空く,すく,"비다, 한산해지다",accepted,homograph,동음이의. 카드 뜻과 맞는 네이버 항목이 앱 급수에 있다. live exact 空く/すく is N4.,level-ambiguous,manual_review,N3,透く·空く,すく,manual_review,N4,空く,,,naver,surface,食べなかったのでお腹が空く,,틈이 나다;틈새가 벌다;성기다;들여다보이다,https://ja.dict.naver.com/#/search?query=%E7%A9%BA%E3%81%8F
w_c206a8fc4ff2a0e5,N4,申し上げる,もうしあげる,말씀드리다('言う'의 겸양),accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N4,申(し)上げる,,,naver,surface,御前に平伏して申し上げる.,,,https://ja.dict.naver.com/#/search?query=%E7%94%B3%E3%81%97%E4%B8%8A%E3%81%92%E3%82%8B
w_941cab42122d160a,N4,押し入れ,おしいれ,벽장,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N4,押(し)入れ,,,naver,surface,押し入れに隠れる,,,https://ja.dict.naver.com/#/search?query=%E6%8A%BC%E3%81%97%E5%85%A5%E3%82%8C
w_4265c3f9772eff26,N4,積もる,つもる,쌓이다,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N4,積(も)る,,,naver,surface,雪がうず高く積もる.,,,https://ja.dict.naver.com/#/search?query=%E7%A9%8D%E3%82%82%E3%82%8B
w_4e68adf3b15aecc4,N4,取り替える,とりかえる,"교환하다, 바꾸다",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N4,取(り)替える·取(り)換える,,,naver,surface,古くなったものを新しいものに取り替えると，それは「奇麗」になったという。奇麗というのは単に古くなったものがサニタリーになったことに過ぎない。それに対し，「美」には芸術としての心のかかわり合いがある。,,,https://ja.dict.naver.com/#/search?query=%E5%8F%96%E3%82%8A%E6%9B%BF%E3%81%88%E3%82%8B
w_09d31b5d3e96cc64,N4,落し物,おとしもの,분실물,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N4,落(と)し物,,,naver,surface,落し物を取り戻す,,,https://ja.dict.naver.com/#/search?query=%E8%90%BD%E3%81%97%E7%89%A9
w_97a3b823f67674e9,N4,差し上げる,さしあげる,"드리다,바치다; 드리다(경어)",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N4,差(し)上げる,,,naver,surface,お礼の手紙を差し上げる,,,https://ja.dict.naver.com/#/search?query=%E5%B7%AE%E3%81%97%E4%B8%8A%E3%81%92%E3%82%8B
w_440e556ac9a1c6e4,N4,召し上がる,めしあがる,드시다(존경어),accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N4,召し上(が)る,,,naver,surface,「食べる」という単語の敬語は「お食べになる」と「召し上がる」である。,,,https://ja.dict.naver.com/#/search?query=%E5%8F%AC%E3%81%97%E4%B8%8A%E3%81%8C%E3%82%8B
w_775de805c9d17855,N3,金,かね,돈; 금속,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,金·鉄,,,naver,surface,金を吸取られる,,,https://ja.dict.naver.com/#/search?query=%E9%87%91
w_eca4f0ccde642c46,N3,金,きん,금; 돈,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,金,,,self,surface,金について話す。,,,https://ja.dict.naver.com/#/search?query=%E9%87%91
w_dac2ed0ed0290865,N3,一度に,いちどに,"한꺼번에, 동시에",accepted,search-unmatched,현대 표기(々) 또는 관용·복합 학습 카드. 네이버 목록 표제어와 철자가 달라도 유지.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,一度に疲れが出る.,,,https://ja.dict.naver.com/#/search?query=%E4%B8%80%E5%BA%A6%E3%81%AB
w_155335c07d28c16f,N3,いつでも,いつでも,"언제든지(에서), 항상",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,何時でも,,,self,surface,困ったときはいつでも電話してください。,,,https://ja.dict.naver.com/#/search?query=%E3%81%84%E3%81%A4%E3%81%A7%E3%82%82
w_0e7b2b386c68b627,N3,一般的,いっぱんてき,일반적이다,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,一般的,,,naver,surface,カセット・テープも，Ａ面に「Ａ」の文字を刻んで，Ｂ面と区別するのが一般的だ,,,https://ja.dict.naver.com/#/search?query=%E4%B8%80%E8%88%AC%E7%9A%84
w_b0e70ed0be91dd53,N3,一般的な,いっぱんてきな,일반적인,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,一般的な,derived-form,base=一般的 suffix=な,naver,surface,ところがアラムートでは，暗殺がきわめて一般的な戦い方とされていたのである。モンゴルに限らず，どんな集団でもアラムートの狂信者たちを憎んでいた,,,https://ja.dict.naver.com/#/search?query=%E4%B8%80%E8%88%AC%E7%9A%84%E3%81%AA
w_a85e91e780f1675c,N3,主,おも,주되다,accepted,catalog-mismatch-unconfirmed,네이버 검색으로 앱 급수가 틀리다고 확정되지 않아 유지. catalog N1 is しゅ/ぬし; おも has no unique live badge.,level-mismatch,mismatch,N1,主,しゅ,search_no_jlpt,,主·重,,,naver,surface,ジスは会社を運営する実権を握っている実質的な主だ。,,주;중심이 되고 있는 모양;주요한,https://ja.dict.naver.com/#/search?query=%E4%B8%BB
w_84d9d692e8fc1ee1,N3,生まれ,うまれ,"출생, 출생 장소",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N3,生(ま)れ,,,naver,surface,彼はきっすいのソウル生まれだ.,,,https://ja.dict.naver.com/#/search?query=%E7%94%9F%E3%81%BE%E3%82%8C
