id,level,surface,reading_kana,meaning_ko,display_surface,decision,evidence,collides_with,example_jp
w_ae70c9f3987fc920,N1,ハードル,ハードル,"허들, 장애물",,keep-kana,ambiguous or no common kanji form,,ハードルは思ったよりかなり高い障害だ。
w_a38cf5c75dcec358,N1,チェンジ,チェンジ,"체인지, 교체",,keep-kana,ambiguous or no common kanji form,,コートサイドを入れ替わることをチェンジエンドと言う。
w_5ad8d1ef0c131dd4,N1,ファイト,ファイト,"파이팅, 투지",,keep-kana,ambiguous or no common kanji form,,一度のエラーですっかりファイトを失ってしまった.
w_fa61bffad222fcce,N1,ほっとする,ほっとする,안심하다,,keep-kana,ambiguous or no common kanji form,,試験が終わってほっとする
w_973e6723bb85a420,N1,プライド,プライド,프라이드,,keep-kana,ambiguous or no common kanji form,,クリーンアップのプライドはちょっぴり傷ついたが，チームは白星を手にすることができた
w_19305ba76991bd08,N1,とっくに,とっくに,"진작에, 훨씬 전에",,needs-review,ambiguous or no common kanji form,,とっくに帰った
w_dfb61c53e9141aa6,N1,アプローチ,アプローチ,"접근, 어프로치",,keep-kana,ambiguous or no common kanji form,,手前からのアプローチを寄せきれなかった1番で唯一のボギーを叩いた。
w_a0e253ea8f6eecee,N1,サイクル,サイクル,사이클,,keep-kana,ambiguous or no common kanji form,,景気にはサイクルがある.
w_ca3e8bf2e517379e,N1,ドリル,ドリル,"드릴, 연습 문제",,keep-kana,ambiguous or no common kanji form,,父はドリルで板に穴をあけた。
w_5576d68632312993,N1,あっさり,あっさり,"산뜻하게, 깔끔하게; 시원스럽게",,keep-kana,ambiguous or no common kanji form,,この料理はあっさりした味がある.
w_4903d483853218c2,N1,カメラマン,カメラマン,카메라맨,,keep-kana,ambiguous or no common kanji form,,放送局では、演技者、演出家、カメラマンなど、各自の役割が分担されている。
w_a5e04248978c6f8c,N1,ブーツ,ブーツ,부츠,,keep-kana,ambiguous or no common kanji form,,ブーツをはいている.
w_6dfc2daef0d4cdea,N1,コンパクトな,コンパクトな,콤팩트한,,keep-kana,ambiguous or no common kanji form,,日本は逆にコンパクトな3-2-1という形のようです。
w_1be5ccd3605af1b6,N1,うんざり,うんざり,"지긋지긋함, 질림",,keep-kana,ambiguous or no common kanji form,,もうその事はうんざりだ.
w_a691689e7604b569,N1,きっちり,きっちり,"정확히, 단단히",,keep-kana,ambiguous or no common kanji form,,10番でも2mをきっちり沈め、2オンに成功した15番(パー5)もバーディとした。
w_00b6d9661826f4ca,N1,しかたなく,しかたなく,어쩔 수 없이,仕方なく,example-exact,unique JMdict form occurs in curated example,,仕方なく諦める
w_1fb1769f2ff2a414,N1,アルミ,アルミ,알루미늄,,keep-kana,ambiguous or no common kanji form,,ＣＤ－ＲＯＭのデジタル信号は，このアルミ膜に刻まれたピットと呼ばれる微細な凹凸の形で，渦巻き状に記録されている
w_5f17979c49bed7c4,N1,クレーム,クレーム,"클레임, 불만",,keep-kana,ambiguous or no common kanji form,,クレームを付ける.
w_4275cf566052b54f,N1,ヤング,ヤング,"젊은, 어린",,keep-kana,ambiguous or no common kanji form,,ヤングレディー
w_92b609a19a2d5bb5,N1,ノウハウ,ノウハウ,노하우,,keep-kana,ambiguous or no common kanji form,,姉は自ら会得したテストをうまくと受けれるノウハウを私に教えてくれた。
w_d893936600008bb3,N1,ユニフォーム,ユニフォーム,유니폼,,keep-kana,ambiguous or no common kanji form,,うちのチームの選手は白いユニフォームを、相手チームの選手は青いユニフォームを着て試合をした。
w_9a3cb2d934476a1e,N1,ドライ,ドライ,"드라이, 건조함",,keep-kana,ambiguous or no common kanji form,,ドライカレーは、日本で独特の発展をしたカレーライスの一つです。
w_433b9769a3ecbeef,N1,ホース,ホース,호스,,keep-kana,ambiguous or no common kanji form,,ロ：水をちょっとあげないとね。ホースを蛇口につないでくれる？
w_ab9860cf947d0beb,N1,いっそ,いっそ,차라리,,keep-kana,ambiguous or no common kanji form,,ゴースト・ライターがいると思われてるくらいなら，いっそペンネームにしようかと考えた
w_289eeb92d45d9b35,N1,しいて,しいて,"억지로, 굳이",強いて,example-exact,unique JMdict form occurs in curated example,w_cd89b540108a739e,強いて食べろとは言わない.
w_0a23dbb2c8a38a8e,N1,ストック,ストック,"스톡, 재고",,keep-kana,ambiguous or no common kanji form,,バンプストック装置を禁止する
w_54d832950a353e23,N1,カクテル,カクテル,칵테일,,keep-kana,ambiguous or no common kanji form,,私はバーテンダーにカクテル1杯を注文して席に着いた。
w_b8af14200695dbef,N1,あらかじめ,あらかじめ,미리,予め,example-exact,unique JMdict form occurs in curated example,w_e88804a27645a87c,予め用意された原稿を読む
w_f628f0f0985057a9,N1,ゆとり,ゆとり,여유,,needs-review,ambiguous or no common kanji form,,部屋にはまだゆとりがある.
w_2f80515abdd9d298,N1,インターフォン,インターフォン,인터폰,,keep-kana,ambiguous or no common kanji form,,インターフォンを切る。
w_9a7d75418a7441d3,N1,ゼリー,ゼリー,젤리,,keep-kana,ambiguous or no common kanji form,,アガーを使って、ゼリーを作る
w_709425fc55e51f1b,N1,ユニーク,ユニーク,"독특함, 유니크함",,keep-kana,ambiguous or no common kanji form,,この若きローカリストたちのユニークな音楽に，ひきつけられずにはいられなかった
w_ac480dfae7f71b45,N1,ネック,ネック,"장애물, 걸림돌, 방해물",,keep-kana,ambiguous or no common kanji form,,父は私に「勉強するのにネックはないのか」と聞いた。
w_e3bd581a07151df2,N1,こだわる,こだわる,"고집하다, 구애되다",,needs-review,ambiguous or no common kanji form,,人の言葉にこだわる
w_25e0770474ee096a,N1,アラブ,アラブ,아랍,,keep-kana,ambiguous or no common kanji form,,ユダヤ人とアラブ人は聖地エルサレムを巡る争いを繰り返してきた
w_9ded52127611be05,N1,ライス,ライス,"밥, 라이스",,keep-kana,ambiguous or no common kanji form,,日本ではカレーといえばカレーライスを指す場合が多いです。
w_332457b11211fd19,N1,カテゴリー,カテゴリー,범주,,keep-kana,ambiguous or no common kanji form,,花と木はいずれも植物という大きなカテゴリーに属する。
w_0783dd396f0d364e,N1,サンキュー,サンキュー,고맙습니다,,keep-kana,ambiguous or no common kanji form,,‘サンキューソーマッチ'と言いながら握手をする
w_150dcbd2b6dcb160,N1,ロープウェイ,ロープウェイ,로프웨이,,keep-kana,ambiguous or no common kanji form,,ロ：ロープウェイに乗せて送ります。
w_eb1001bcd17c8807,N1,てっきり,てっきり,틀림없이 (~인 줄 알다) 〈잘못된 판단〉,,keep-kana,ambiguous or no common kanji form,,てっきり奴の仕業だと思ったら、間違いだった
w_708c2cfcd8bee1df,N1,トーン,トーン,톤,,keep-kana,ambiguous or no common kanji form,,党内では「出るぞ，出るぞ」と騒いでいたのに，トーン・ダウンしている
w_e270207422023e07,N1,ソックス,ソックス,"양말, 삭스",,needs-review,ambiguous or no common kanji form,,その店には靴下、ストッキングはもちろん、さまざまなカバーソックスも売っている。
w_8c8f60588e1e408a,N1,とりわけ,とりわけ,특히,取り分け,jmdict-unambiguous,common JMdict form,w_0e25c0ea9143aa5a,今回の名節に両親にプレゼントとして肉をあげようと、肉質がとりわけ高いものを選んで購入した。
w_07538960d746fa8e,N1,アクセル,アクセル,"액셀러레이터, 가속 페달",,keep-kana,ambiguous or no common kanji form,,ロ：うん、ドライバーがブレーキ踏もうとしたのにミスしてアクセルペダルを踏んだらしい。
w_d525325d361368d5,N1,ムード,ムード,"기분, 분위기",,keep-kana,ambiguous or no common kanji form,,野球を離れても，チーム最大のムード・メーカーである
w_b6d1d9cff527ba72,N1,しょっちゅう,しょっちゅう,"항상, 끊임없이",,keep-kana,ambiguous or no common kanji form,,あの学校は始終[しょっちゅう]もめている.
w_9ed74574a63f718f,N1,スプリング,スプリング,"스프링, 용수철",,keep-kana,ambiguous or no common kanji form,,スプリングを引いたら弾性のため元の状態に戻った。
w_78903c35aa861984,N1,ベストセラー,ベストセラー,베스트셀러,,keep-kana,ambiguous or no common kanji form,,彼は数多くのベストセラー作品を書いた名望の高い作家だ。
w_b8bca88a48498fac,N1,デマ,デマ,"헛소문, 유언비어, 가짜 뉴스",,keep-kana,ambiguous or no common kanji form,,とんでもないデマが広まる.
w_197a348290d71a39,N1,パジャマ,パジャマ,잠옷,,keep-kana,ambiguous or no common kanji form,,彼は肌が透けて見える薄いパジャマを着ていた。
w_0c825fbe71037413,N1,アマチュア,アマチュア,아마추어,,keep-kana,ambiguous or no common kanji form,,アイドルは歌手としてプロであることを求められず，アマチュアらしさが歓迎された
w_afffd3debfe297c0,N1,セクション,セクション,"부분, 구역",,keep-kana,ambiguous or no common kanji form,,2月に開催されたシクロクロス東京は、砂浜のセクションが名物で、レインボーブリッジをバックに熱戦が繰り広げられる。
w_c73145fc9684b446,N1,レイアウト,レイアウト,레이아웃,,keep-kana,ambiguous or no common kanji form,,テクニカルなダウンヒルを経て、アップダウンを含む上りを経て戻ってくるコースレイアウトだった。
w_9c532c04ac32630c,N1,メカニズム,メカニズム,메커니즘,,keep-kana,ambiguous or no common kanji form,,メカニズムを発見する。
w_cd159f09949315fa,N1,ひとまず,ひとまず,"일단, 우선",一先ず,jmdict-unambiguous,common JMdict form,,一先ず始めてみようと思う
w_4faf46757097cc32,N1,アンコール,アンコール,앙코르,,keep-kana,ambiguous or no common kanji form,,アンコールワットは‘王都の寺院'を意味し、12世紀に建てられた
w_d657c24071e2a7cd,N1,ニュアンス,ニュアンス,뉘앙스,,keep-kana,ambiguous or no common kanji form,,翻訳をしていると、原語のニュアンスを生かすことが難しい時がある。
w_82f52f595b1292d7,N1,いたって,いたって,지극히,至って,example-exact,unique JMdict form occurs in curated example,,私は至って普通の人間です
w_c1de77401a2512e8,N1,ぼんやりしている,ぼんやりしている,분명하지 않다,,keep-kana,ambiguous or no common kanji form,,寝ぼけて頭がぼんやりしている.
w_ee863faf3a923d6b,N1,ガレージ,ガレージ,차고,,keep-kana,ambiguous or no common kanji form,,車をガレージに入れる
w_c7a2b0e5ff4b6e30,N1,さわやかだ,さわやかだ,"상쾌하다, 산뜻하다",爽やかだ,manual-context,meaning and inflection reviewed,,木の葉から水分と酸素が発散され、朝の森はしっとりしてさわやかだ。
w_8e7a4e8b18d76953,N1,ポット,ポット,"냄비, 화분",,keep-kana,ambiguous or no common kanji form,,なべ，バケツ，ポットなど，水を入れる容器もあり合わせのものばかりだった
w_5638135273efe305,N1,クレーン,クレーン,크레인,,keep-kana,ambiguous or no common kanji form,,柱に金属ワイヤを通し，大型クレーン車で引っ張った
w_2ecea75442206e84,N1,ノルマ,ノルマ,"노르마, 업무 할당량",,keep-kana,ambiguous or no common kanji form,,ノルマを全力を尽くしてやり切る
w_a7ae5b11d7ef3475,N1,コマーシャル,コマーシャル,"광고, 상업 방송",,keep-kana,ambiguous or no common kanji form,,番組の間にコマーシャルが挟まる
w_a4f5956737afa7f1,N1,タイムリー,タイムリー,"적시, 시기적절",,keep-kana,ambiguous or no common kanji form,,バットの先でしたが､A選手の1、2塁間へ先制のタイムリーヒットになりました。
w_5b3841260ecdd853,N1,メロディー,メロディー,멜로디,,keep-kana,ambiguous or no common kanji form,,メロディーが心を和めてくれる.
w_4e728fed6daebd41,N1,さも,さも,"정말 그런 듯이, 아주",,needs-review,ambiguous or no common kanji form,,この暑さも今が頂上だ
w_ebb704f1195e8d39,N1,ロマンチック,ロマンチック,로맨틱,,keep-kana,ambiguous or no common kanji form,,私は、ロマンチックコメディが好きです。
w_4f074a3de205fb12,N1,カーペット,カーペット,카펫,,keep-kana,ambiguous or no common kanji form,,レッドカーペットにシースルードレスで登場する
w_6ab2d0dd61671815,N1,タイマー,タイマー,타이머,,keep-kana,ambiguous or no common kanji form,,オフィシャルタイマーを務めるのはAさんだから正確なタイム測定が期待される。
w_8dc15742d3e128af,N1,こたつ,こたつ,코타츠,炬燵,jmdict-unambiguous,common JMdict form,,こたつの残火に灰をかける
w_c4b941dde1a017e1,N1,タイル,タイル,타일,,keep-kana,ambiguous or no common kanji form,,暗がりのなかで，ニッケルのパイプやマジョリカ焼のタイルが光っていた
w_fd59875f1b84098f,N1,ガイドブック,ガイドブック,가이드북,,keep-kana,ambiguous or no common kanji form,,ガイドブックで詳しい内容を確かめられる
w_9e6355e686a5d64f,N1,ジャンボ,ジャンボ,점보,,keep-kana,ambiguous or no common kanji form,,ジャンボサイズ
w_dea6f8d689f5815b,N1,ちょくちょく,ちょくちょく,"종종, 자주",,keep-kana,ambiguous or no common kanji form,,飲めなかったお酒もちょくちょく飲むことで少しずつ酒量が増えているようだ。
w_d8a0ad165c123102,N1,ことごとく,ことごとく,전부,悉く,jmdict-unambiguous,common JMdict form,,彼女は数々の事業に手を染め、ことごとく成功を収めていた
w_9fcb434f99acee44,N1,ややこしい,ややこしい,"복잡하다, 까다롭다",,keep-kana,ambiguous or no common kanji form,,仕事が思ったよりややこしい.
w_3b772f7542f495bf,N1,インターナショナル,インターナショナル,국제적인,,keep-kana,ambiguous or no common kanji form,,オックスファムは世界に九つの組織があり，それをオックスファムインターナショナルが総括している
w_87847c4cb7198c80,N1,インフレ,インフレ,인플레이션(약어),,keep-kana,ambiguous or no common kanji form,,それはインフレ防止の妙策と言える.
w_ce70656918f80907,N1,いいかげんに,いいかげんに,대충,いい加減に,manual-context,meaning and inflection reviewed,,いいかげんに切り上げろ.
w_5c9f7042b17a9c34,N1,コンパス,コンパス,"나침반, 컴퍼스",,keep-kana,ambiguous or no common kanji form,,私は図面をもっときれいに描くために定規とコンパスを使った。
w_2c0a491e51162b7d,N1,だらしない,だらしない,"단정하지 못한, 절도가 없는",,keep-kana-reviewed,explicit modern-kana preference,,だらしない服装
w_7096f81dd3d5b54f,N1,つくづく,つくづく,"절실히, 뼈저리게",,needs-review,ambiguous or no common kanji form,,つくづくと感じた
w_497c065e6cf6e038,N1,もっぱら,もっぱら,"오로지, 한결같이",専ら,example-exact,unique JMdict form occurs in curated example,w_e8c92034827d20e7,スポーツ観戦が専らの楽しみだ
w_0fba30f39984036e,N1,すんなり,すんなり,"수월하게, 순조롭게",,keep-kana,ambiguous or no common kanji form,,交渉はすんなり終わった
w_8c2b4a92073949da,N1,しわざ,しわざ,"짓, 소행",仕業,example-exact,unique JMdict form occurs in curated example,w_2a5bde6cf8e65b4d,あいつの仕業に他ならない
w_9a9c3881eecb9849,N1,おろかな,おろかな,어리석은,愚かな,manual-context,meaning and inflection reviewed,w_c611f279483773aa,おろかなことです。
w_33caa3e491259f49,N1,カルテ,カルテ,"진료 기록, 카르테",,keep-kana,ambiguous or no common kanji form,,彼は患者が自分の症状について話したことをカルテにしっかりと記録して保管しておく。
w_52019f7d0cd6186e,N1,おおむね,おおむね,"대체로, 대강",概ね,manual-homophone,meaning-sensitive JMdict choice,,事の大旨を知る
w_aa1c390b5fd9a754,N1,かろうじて,かろうじて,"겨우, 간신히",辛うじて,example-exact,unique JMdict form occurs in curated example,,やっと[辛うじて]完成に至る
w_34c7b578bcbd18fd,N1,スライスする,スライスする,얇게 썰다,,keep-kana,ambiguous or no common kanji form,,しゃぶしゃぶ用に肉をスライスする
w_3d91e2fbf4fd826e,N1,ナプキン,ナプキン,냅킨,,keep-kana,ambiguous or no common kanji form,,彼女は食事を終えた後にナプキンで口元を拭いた。
w_fb689f67f99328fc,N1,あいまいに,あいまいに,애매하게,曖昧に,manual-context,meaning and inflection reviewed,,事実を曖昧に暈して言う
w_97f721182a3b5485,N1,エキスパート,エキスパート,전문가,,keep-kana,ambiguous or no common kanji form,,A社のLG400アルテックエキスパートを使用しています。
w_3dd265dc10e79033,N1,カンニング,カンニング,"부정행위, 커닝",,keep-kana,ambiguous or no common kanji form,,カンニングを見つかる.
w_ab0690fd530b7382,N1,リタイア,リタイア,"(1) 기권 (2) 퇴직, 퇴직",,keep-kana,ambiguous or no common kanji form,,次次とリタイアしていくマシンを横目に，最後まで気を緩めなかった
w_21e13fbafa5dc2e4,N1,デッサン,デッサン,데생,,keep-kana,ambiguous or no common kanji form,,裸像をデッサンする.
w_a3e4b1cc3e60aae9,N1,ピント,ピント,"핀트, 초점",,keep-kana,ambiguous or no common kanji form,,ピントが惚ける
w_00b884bb498a4ecb,N1,すべ,すべ,방법,術,manual-homophone,meaning-sensitive JMdict choice,w_8cc2ed324ee1f9d0,それ以外に説明できる術がないんです。
w_e2438e51c00bb53d,N1,ナンセンス,ナンセンス,"난센스, 터무니없음",,keep-kana,ambiguous or no common kanji form,,ロ:うん。でもご飯を食べない代わりにチョコレートをご飯よりたくさん食べていてナンセンスのほかにない。
w_ac4b3af22a1109c7,N1,インフォメーション,インフォメーション,정보,,keep-kana,ambiguous or no common kanji form,,こちらはインフォメーション・デスクですか?
w_80be339f5cb11529,N1,ブランク,ブランク,"블랭크, 공백",,keep-kana,ambiguous or no common kanji form,,ロ：はい、なるべくブランクを作らないでください。
w_d37193b49b365e4f,N1,サンタクロース,サンタクロース,산타클로스,,keep-kana,ambiguous or no common kanji form,,子供たちは「まだサンタクロースがいる」と信じているんです。
w_ed2a4c274e00e2cf,N1,まとまり,まとまり,"정리됨, 통일성, 짜임새",,needs-review,ambiguous or no common kanji form,,チームの纏まりを大事にする
w_eb9cafec6db797de,N1,シビアな,シビアな,"엄격한, 어려운",,keep-kana,ambiguous or no common kanji form,,コースがすべて狭いうえに斜度がきつく、ラインどりが非常にシビアな戦いだった。
w_e4f32f242a4239cc,N1,ありありと,ありありと,"똑똑히, 뚜렷이",,keep-kana,ambiguous or no common kanji form,,ろうばいの色がありありと見えた.
w_bc0f323b1130aac3,N1,インテリ,インテリ,"지식인(약어), 지식인층",,keep-kana,ambiguous or no common kanji form,,真のインテリなら、社会の発展のために自分の能力を生かせなければならない。
w_aac844efa1eda5ec,N1,ワット,ワット,와트,,keep-kana,ambiguous or no common kanji form,,アンコールワットは‘王都の寺院'を意味し、12世紀に建てられた
w_08149ad39d83534d,N1,とっさに,とっさに,순간적으로,咄嗟に,jmdict-unambiguous,common JMdict form,,追い詰められて、とっさにパチこいた
w_9e410c3c2a5118de,N1,チームワーク,チームワーク,팀워크,,keep-kana,ambiguous or no common kanji form,,チームワークがよくとれている.
w_b05e0429ceb0902c,N1,ボイコット,ボイコット,보이콧,,keep-kana,ambiguous or no common kanji form,,授業[投票]をボイコットする.
w_823390f8452e7d8b,N1,つぶやく,つぶやく,중얼거리다,呟く,example-exact,unique JMdict form occurs in curated example,,不満げに呟く
w_4af33ecfd6bc5d49,N1,コントラスト,コントラスト,"콘트라스트, 대조, 대비",,keep-kana,ambiguous or no common kanji form,,この絵は明暗のコントラストがはっきりしていて強烈な印象を与える。
w_a046f85e2ae2b662,N1,そそる,そそる,"(어떤 행동, 감정 등을)자아내다, 돋우다",,needs-review,ambiguous or no common kanji form,,興味をそそる
w_382846b85737478b,N1,ネガ,ネガ,"네거티브, 음화",,keep-kana,ambiguous or no common kanji form,,ネガを修整する.
w_6e41549e5b443d35,N1,コンスタント,コンスタント,일정한 모양,,keep-kana,ambiguous or no common kanji form,,コンスタント力なしに世界では戦えないため、日々の努力で少しずつ力をつける。
w_706ae61e7198af9c,N1,コンスタントに,コンスタントに,"일정하게, 꾸준하게",,keep-kana,ambiguous or no common kanji form,,コンスタントに売れる
w_a2e6614246e92396,N1,すさまじい,すさまじい,"대단하다, 무시무시하다",凄まじい,example-exact,unique JMdict form occurs in curated example,,凄まじいスピードでゴールした
w_0fd551cc4c3b764e,N1,なめる,なめる,핥다; 깔보다,舐める,jmdict-unambiguous,common JMdict form,,愛犬が飼い主の顔を嘗める
w_6cb99412a6ae1115,N1,ルーズな,ルーズな,"느슨한, 단정치 못한",,keep-kana,ambiguous or no common kanji form,,ルーズな性格
w_bf191cadc60129ef,N1,エレガント,エレガント,"우아함, 엘레강스",,keep-kana,ambiguous or no common kanji form,,ダイアナは表向きは華麗なロイヤル・ファミリーの責務を果たしていたが，エレガントな笑顔も家庭では暗く閉ざされた
w_308bfaa6344ebab1,N1,エレガントな,エレガントな,"우아한, 고상한",,keep-kana,ambiguous or no common kanji form,,エレガントなオート・クチュール系が似合う
w_179937b765bc082a,N1,ナイター,ナイター,야간 경기(나이터),,keep-kana,ambiguous or no common kanji form,,六日のナイターで９回を投げた
w_d61e38acb4bac891,N1,まちまち,まちまち,가지각색,,needs-review,ambiguous or no common kanji form,,考え[報告]がまちまちだ.
w_5036fc069c57f6e4,N1,サボる,サボる,"땡땡이치다, 게으름 피우다",,keep-kana,ambiguous or no common kanji form,,学校をサボる.
w_bfa2c36a62a0117e,N1,しきたり,しきたり,"관습, 관례",,needs-review,ambiguous or no common kanji form,,頑なに昔からのしきたりを守る
w_9e33dceb0d820298,N1,ためらう,ためらう,"주저하다, 망설이다",躊躇う,example-exact,unique JMdict form occurs in curated example,,打ち明けるのを躊躇う
w_862152d331038cdb,N1,ささいな,ささいな,사소한,些細な,manual-context,meaning and inflection reviewed,,ささいなことで友と絶交する.
w_1b09935e0ceb6288,N1,しがみつく,しがみつく,매달리다,,needs-review,ambiguous or no common kanji form,,怖がって、母親にしがみつく
w_67b9ee16274ff79d,N1,リストアップ,リストアップ,"리스트 업, 목록 작성",,keep-kana,ambiguous or no common kanji form,,有望株をリストアップする
w_c530d263e6c6b918,N1,うずうず,うずうず,근질근질(좀이 쑤시는 모양),,keep-kana,ambiguous or no common kanji form,,ロ：うん。口がうずうずするけど、我慢してみる。
w_63fc3539396e6a0b,N1,はかどる,はかどる,진척되다,捗る,example-exact,unique JMdict form occurs in curated example,w_366b4df014f1ce9e,仕事がすいすい捗る
w_cc78ebd8b2b6037f,N1,おおらかな,おおらかな,대범한,大らかな,manual-context,meaning and inflection reviewed,,どうか私の過ちをおおらかなに理解してください。
w_790cf4bdda0645fb,N1,もどかしい,もどかしい,"답답하다, 안타깝다",,keep-kana,ambiguous or no common kanji form,,時間のたつのがもどかしい.
w_38c9c0e9cf84d685,N1,よみがえる,よみがえる,"되살아나다, 소생하다",蘇る,manual-homophone,meaning-sensitive JMdict choice,w_af85f2a34de69533,昔の記憶が蘇る
w_c9278b57465a3ff2,N1,にわかには,にわかには,갑자기는,俄には,manual-context,meaning and inflection reviewed,,俄には答えられない
w_5ff01808c115b8c9,N1,もろい,もろい,"무르다, 약하다, 깨지기 쉽다",脆い,example-exact,unique JMdict form occurs in curated example,,瀬戸物は脆い
w_f470be1926d64588,N1,かたくな,かたくな,"완고함, 고집스러움",頑な,jmdict-unambiguous,common JMdict form,,頑なに口をつぐむ
w_43ee33fb295d1f1e,N1,いとも,いとも,"매우,아주",,needs-review,ambiguous or no common kanji form,,いとも軽々と持ち上げた
w_cc7e713c46e8ee0b,N1,おろそかに,おろそかに,소홀하게,疎かに,manual-context,meaning and inflection reviewed,,公務をおろそかにする.
w_ac2312063a365246,N1,うやむやに,うやむやに,"흐지부지하게, 애매하게",有耶無耶に,manual-context,meaning and inflection reviewed,,キムさんは、自分をめぐる噂について解明するつもりはなく、うやむやにもみ消そうとするばかりだ。
w_df2c2e00cd40ceee,N1,やんわり,やんわり,"부드럽게, 살며시",,keep-kana-reviewed,explicit modern-kana preference,,やんわりと手を握る
w_76cd61803b197a73,N1,ウエイト,ウエイト,"웨이트, 중량",,keep-kana,ambiguous or no common kanji form,,ウエイトトレーニングをやっています。
w_868780bf4c6a4941,N1,オリエンテーション,オリエンテーション,오리엔테이션,,keep-kana,ambiguous or no common kanji form,,オリエンテーションをする。
w_8dc786b54fd8e287,N1,ノイローゼ,ノイローゼ,노이로제,,keep-kana,ambiguous or no common kanji form,,育児ノイローゼが原因で、離婚に至るケースもある
w_00fdfc96ba99bd53,N1,そわそわ,そわそわ,"불안한 모습, 안절부절못하는 모습",,keep-kana,ambiguous or no common kanji form,,そわそわと(して)周りを見る
w_216be17021a4cb21,N1,まばらだ,まばらだ,"드문드문 있다, 듬성듬성하다",疎らだ,manual-context,meaning and inflection reviewed,,席がまばらだ。
w_fc60d1c406caed4b,N1,みっちり,みっちり,"착실히, 충분히",,keep-kana,ambiguous or no common kanji form,,実力をみっちりつける
w_87719fa65c93c9d4,N1,ひしひしと,ひしひしと,"절실히, 절절히(강하게 느끼는 모양)",,keep-kana,ambiguous or no common kanji form,,身の危険を犇犇と感じる
w_11b661b8d29254b0,N1,かばう,かばう,"두둔하다, 비호하다",庇う,example-exact,unique JMdict form occurs in curated example,w_b6b1ec7b196b2373,仲間を庇う
w_4b91c461392670d4,N1,しきりに,しきりに,"자꾸, 연달아",頻りに,example-exact,unique JMdict form occurs in curated example,,帰ろうとする人を頻りに引き留める
w_ea4b80af3a66574a,N1,おだやかな,おだやかな,"온화한, 평온한",穏やかな,manual-context,meaning and inflection reviewed,,穏やかな夕暮れの風景が広がる
w_bc10256c90a28adf,N1,すべすべ,すべすべ,"(사물, 피부 등)매끈매끈한 모양",,needs-review,ambiguous or no common kanji form,,肌がすべすべになる
w_a9841b379e175833,N1,ぞんざいな,ぞんざいな,"거친, 난폭한",,keep-kana,ambiguous or no common kanji form,,ぞんざいな口を利く
w_e9a573a3b86611ec,N1,ひたむき,ひたむき,"한 가지 일에 전념함, 한결같음, 오로지",,needs-review,ambiguous or no common kanji form,,直向きに練習に打ち込む
w_26d81f5679705394,N1,くつろぐ,くつろぐ,"느긋이, 편하게 쉬다",寛ぐ,example-exact,unique JMdict form occurs in curated example,,ソファーで寛ぐ
w_ce0807a7c50748e8,N1,しぶとい,しぶとい,"고집이 세고 주눅들지 않다, 끈질기다, 강인하다",,keep-kana,ambiguous or no common kanji form,,しぶとい人間だ.
w_a36fccc77c3aab60,N1,オートマチック,オートマチック,자동의,,keep-kana,ambiguous or no common kanji form,,中型のオートマチック車を一台お願いします。
w_94819b8faa3d17a8,N1,くよくよ,くよくよ,끙끙(사소한 일을 걱정하는 모습),,keep-kana,ambiguous or no common kanji form,,くよくよせずに太く短く生きる
w_07fdd31838199aaa,N1,ずばり,ずばり,"(정곡, 핵심 등을 정확히 찌르는 모양)바로, 정확히",,keep-kana,ambiguous or no common kanji form,,ずばりと言い当てる
w_f78bf1d1ec7f3007,N1,たやすい,たやすい,"쉽다, 용이하다",容易い,jmdict-unambiguous,common JMdict form,w_c09a59c654de1d4b,いともたやすい
w_4f3c623502b2e1fc,N1,すみやかに,すみやかに,신속히,速やかに,manual-context,meaning and inflection reviewed,,事件を速やかに処理する
w_7b77229d7578e77d,N1,そっぽ,そっぽ,"외면, 딴 쪽",,needs-review,ambiguous or no common kanji form,,外方を見る
w_3ed43a6a0116d395,N1,かさばる,かさばる,부피가 커지다,,needs-review,ambiguous or no common kanji form,,容器が大きいので嵩張る
w_2f612443ccb862f7,N1,おのずと,おのずと,"저절로, 자연히",自ずと,example-exact,unique JMdict form occurs in curated example,,年を取れば自ずと分かってくる
w_690a4fa3e51077a6,N1,すがすがしい,すがすがしい,"상쾌하다, 시원하다",清々しい,manual-homophone,meaning-sensitive JMdict choice,,清清しい気持ちになる
w_a5aecb63abc015f0,N1,なだめる,なだめる,달래다,宥める,example-exact,unique JMdict form occurs in curated example,,泣く子を宥める
w_cad5672ec93eca6c,N1,おびただしい,おびただしい,"엄청나다, 수량이 매우 많다",夥しい,jmdict-unambiguous,common JMdict form,,過ぎた日に自分を探すなら，私の背後にはシャドー・ボックスの人物のように，おびただしい過去が縦列に続いている
w_842c01324c0f7575,N1,あどけない,あどけない,천진난만하다,,keep-kana,ambiguous or no common kanji form,,街の女性たちはあどけない軍人たちを色目を使って誘惑した。
w_09df22599f2680a8,N1,ずっしりと,ずっしりと,"묵직한 모습, 무거운 느낌",,keep-kana,ambiguous or no common kanji form,,ずっしりとした鉄の塊。
w_53a6bcd205f9feef,N1,なじむ,なじむ,"친숙해지다, 정들다",馴染む,example-exact,unique JMdict form occurs in curated example,,肌に馴染む
w_a6eec0b6c22ca7ad,N1,うすうす,うすうす,"희미하게, 어렴풋이",薄々,example-exact,unique JMdict form occurs in curated example,,前から薄々気づいてはいた
