priority,risk_score,literal,meanings_ko,meanings_en,signals,linked_word_count,linked_examples,qa_status,qa_note
P1,53,履,"[""(바지를) 입다"", ""(신발·양말을) 신다""]","[""perform"", ""complete"", ""footgear"", ""shoes"", ""boots"", ""put on (the feet)""]",context_parentheses;copied_linked_word_gloss,3,"N1:履歴=이력 | N2:草履=일본식 짚신(조리) | N5:履く=(바지를) 입다, (신발·양말을) 신다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,53,握,"[""(손에꽉)쥐다"", ""움켜쥐다""]","[""grip"", ""hold"", ""mould sushi"", ""bribe""]",context_parentheses;copied_linked_word_gloss,3,N2:把握=파악 | N3:握る=(손에꽉)쥐다; 움켜쥐다 | N3:握手=악수,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,53,昇,"[""(해가) 뜨다"", ""오르다""]","[""rise up""]",context_parentheses;copied_linked_word_gloss,3,"N1:上昇=상승 | N1:昇進=승진 | N3:昇る=(해가) 뜨다, 오르다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,53,犯,"[""(죄를)범하다"", ""(법을)어기다""]","[""crime"", ""sin"", ""offense""]",context_parentheses;copied_linked_word_gloss,3,"N2:防犯=방범, 범죄 예방 | N2:犯す=(죄를)범하다,(법을)어기다 | N3:犯人=범인",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,53,織,"[""짜다(직물)""]","[""weave"", ""fabric""]",context_parentheses;copied_linked_word_gloss,3,"N1:織物=천, 직물 | N3:織る=짜다(직물) | N3:組織=조직",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,52,剥,"[""(껍질을) 벗기다""]","[""come off"", ""peel"", ""fade"", ""discolor""]",context_parentheses;copied_linked_word_gloss,2,"N1:剥がす=벗기다,떼다 | N3:剥く=(껍질을) 벗기다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,52,既,"[""이미(같은 로서)""]","[""previously"", ""already"", ""long ago""]",context_parentheses;copied_linked_word_gloss,2,N1:既婚=기혼 | N3:既に=이미(같은 로서),auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,52,様,"[""방법"", ""양상"", ""~처럼""]","[""Esq."", ""way"", ""manner"", ""situation"", ""polite suffix""]",grammar_or_enumeration_markup,15,"N1:様式=양식, 형식 | N1:様=모습, 양, ~님 | N1:一様=한결같음, 똑같음 | N1:多様=다양성, 종류 | N1:様相=양상, 모습, 상태",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,52,潰,"[""찌그러뜨리다"", ""(시간을) 때우다""]","[""crush"", ""smash"", ""break"", ""dissipate""]",context_parentheses;copied_linked_word_gloss,2,"N2:潰れる=찌부러지다,망하다 | N2:潰す=찌그러뜨리다; (시간을) 때우다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,52,澄,"[""분명한"", ""맑은(날씨)"", ""되다 투명한""]","[""lucidity"", ""be clear"", ""clear"", ""clarify"", ""settle"", ""strain"", ""look grave""]",context_parentheses;copied_linked_word_gloss,2,"N1:澄ます=맑게 하다; (귀를) 기울이다 | N3:澄む=분명한, 맑은(날씨), 되다 투명한",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,52,炊,"[""(밥을) 짓다""]","[""cook"", ""boil""]",context_parentheses;copied_linked_word_gloss,2,"N2:炊事=취사, 밥 짓기 | N3:炊く=(밥을) 짓다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,52,磨,"[""닦다"", ""연마하다"", ""(이를) 닦다""]","[""grind"", ""polish"", ""scour"", ""improve"", ""brush (teeth)""]",context_parentheses;copied_linked_word_gloss,2,"N2:磨く=닦다,연마하다; (이를) 닦다 | N2:歯磨き=양치질, 치약",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,49,尺,"[""자"", ""길이의 단위""]","[""shaku"", ""Japanese foot"", ""measure"", ""scale"", ""rule""]",register_or_domain_note;single_compound_evidence,1,"N1:尺度=척도, 기준",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,49,耶,"[""의문"", ""어조사""]","[""question mark""]",register_or_domain_note;single_compound_evidence,1,"N1:有耶無耶に=흐지부지하게, 애매하게",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,49,軒,"[""처마"", ""집 세는 단위""]","[""flats"", ""counter for houses"", ""eaves""]",register_or_domain_note;single_compound_evidence,1,"N4:一軒=한 채, 한 동(집을 세는 단위)",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,48,会,"[""만나다""]","[""meeting"", ""meet"", ""party"", ""association"", ""interview"", ""join""]",copied_linked_word_gloss;narrow_ko_vs_english,34,"N1:再会=재회 | N1:会談=회담 | N1:照会=조회,확인 | N1:面会=면회 | N1:会心=회심,만족스러움",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,48,行,"[""가다""]","[""going"", ""journey"", ""carry out"", ""conduct"", ""act"", ""line"", ""row"", ""bank""]",copied_linked_word_gloss;narrow_ko_vs_english,38,"N1:走行=주행 | N1:遂行=수행,완수 | N1:行為=행위, 행동 | N1:平行=평행 | N1:現行=현행",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,48,見,"[""보다""]","[""see"", ""hopes"", ""chances"", ""idea"", ""opinion"", ""look at"", ""visible""]",copied_linked_word_gloss;narrow_ko_vs_english,44,N1:じっと見る=가만히 보다 | N1:見地=관점 | N1:見合い=맞선 | N1:偏見=편견 | N1:見失う=시야에서놓치다,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,48,重,"[""무겁다""]","[""heavy"", ""important"", ""esteem"", ""respect"", ""heap up"", ""pile up"", ""nest of boxes"", ""-fold""]",copied_linked_word_gloss;narrow_ko_vs_english,28,"N1:重んじる=중시하다, 존중하다 | N1:重複=중복 | N1:重んずる=중시하다, 존중하다 | N1:重複=중복 | N1:重宝=애용",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,47,回,"[""돌리다""]","[""-times"", ""round"", ""game"", ""revolve"", ""counter for occurrences""]",copied_linked_word_gloss;narrow_ko_vs_english,23,"N1:回路=회로 | N1:撤回する=철회하다 | N1:回覧=회람 | N1:回送=회송, 이송 | N1:後回し=뒤로 미룸, 연기",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,47,為,"[""위함"", ""~때문에""]","[""do"", ""change"", ""make"", ""benefit"", ""welfare"", ""be of use"", ""reach to"", ""try"", ""practice"", ""cost"", ""serve as"", ""good"", ""advantage"", ""as a result of""]",grammar_or_enumeration_markup,4,"N1:行為=행위, 행동 | N2:為替=환(換), 환어음, 환율 | N2:為す=이루다, 하다 | N4:為=위함, ~때문에",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,47,産,"[""낳다""]","[""products"", ""bear"", ""give birth"", ""yield"", ""childbirth"", ""native"", ""property""]",copied_linked_word_gloss;narrow_ko_vs_english,22,"N1:お産=출산 | N1:資産=자산 | N1:産休=출산 휴가 | N1:産出=산출, 생산 | N1:産後=산후",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,47,超,"[""초~"", ""초월""]","[""transcend"", ""super-"", ""ultra-""]",grammar_or_enumeration_markup,4,"N1:超=초~, 초월 | N2:超える=넘다 | N2:超過=초과 | N3:超す=넘다, 넘어서다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,46,断,"[""거절하다""]","[""severance"", ""decline"", ""refuse"", ""apologize"", ""warn"", ""dismiss"", ""prohibit"", ""decision"", ""judgement"", ""cutting""]",copied_linked_word_gloss;narrow_ko_vs_english,19,"N1:無断=무단 | N1:断然=단연, 단호히 | N1:断念する=단념하다 | N1:断じて=결코, 절대 (~하지 않다) | N1:決断=결정, 결심",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,46,来,"[""오다""]","[""come"", ""due"", ""next"", ""cause"", ""become""]",copied_linked_word_gloss;narrow_ko_vs_english,19,"N1:来場=(행사장에) 옴, 참석 | N1:家来=가신, 부하 | N1:従来=종래,기존 | N1:外来=외래 | N1:出来るだけ=가능한 한",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,46,要,"[""필요하다""]","[""need"", ""main point"", ""essence"", ""pivot"", ""key to""]",copied_linked_word_gloss;narrow_ko_vs_english,17,"N1:要する=필요로 하다, 요구하다 | N1:要因=주요 요인, 원인 | N1:要請=요청 | N1:要望=요망 | N1:需要=수요",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,46,集,"[""모이다""]","[""gather"", ""meet"", ""congregate"", ""swarm"", ""flock""]",copied_linked_word_gloss;narrow_ko_vs_english,18,"N1:密集=밀집 | N1:特集=특집 | N1:集計=집계 | N1:集う=모이다 | N1:群集=군중, 무리",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,45,指,"[""가리키다""]","[""finger"", ""point to"", ""indicate"", ""put into"", ""play (chess)"", ""measure (ruler)""]",copied_linked_word_gloss;narrow_ko_vs_english,15,"N1:指摘=지적 | N1:指令=명령하다, 주문하다, 지시, 설명 | N1:指図=지시 | N2:小指=새끼손가락 | N2:指す=가리키다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,45,筈,"[""~일 것이다"", ""~해야 한다""]","[""notch of an arrow"", ""ought"", ""must"", ""should be"", ""expected""]",grammar_or_enumeration_markup,2,"N1:手筈=절차, 채비 | N4:筈=~일 것이다, ~해야 한다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,45,鉛,"[""납(금속)""]","[""lead""]",context_parentheses;register_or_domain_note,2,N1:鉛=납(금속) | N5:鉛筆=연필,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,44,打,"[""치다""]","[""strike"", ""hit"", ""knock"", ""pound"", ""dozen""]",copied_linked_word_gloss;narrow_ko_vs_english,12,"N1:打開=타개 | N1:打診=타진 | N1:値打ち=가치, 값어치 | N1:打ち消し=부정, 취소 | N1:打ち切る=중지하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,44,積,"[""쌓다""]","[""volume"", ""product (x*y)"", ""acreage"", ""contents"", ""pile up"", ""stack"", ""load"", ""amass""]",copied_linked_word_gloss;narrow_ko_vs_english,11,"N1:蓄積=축적 | N1:積み立てる=적립하다 | N1:見積もり=견적 | N2:積む=쌓다 | N2:容積=용적, 부피",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,44,細,"[""가늘다""]","[""dainty"", ""get thin"", ""taper"", ""slender"", ""narrow"", ""detailed"", ""precise""]",copied_linked_word_gloss;narrow_ko_vs_english,12,"N1:細工=세공; 잔재주 | N1:細やか=섬세함, 자상함 | N1:心細い=불안하다 | N1:詳細に=상세하게 | N1:細菌=세균",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,43,任,"[""맡기다""]","[""responsibility"", ""duty"", ""term"", ""entrust to"", ""appoint""]",copied_linked_word_gloss;narrow_ko_vs_english,9,N1:任命=임명 | N1:辞任=사임 | N1:主任=주임 | N1:一任=일임(모두 맡김) | N1:任務=임무,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,43,使,"[""사용하다""]","[""use"", ""send on a mission"", ""order"", ""messenger"", ""envoy"", ""ambassador"", ""cause""]",copied_linked_word_gloss;narrow_ko_vs_english,8,"N1:使い道=용도, 쓸모 | N1:お使い=심부름 | N1:駆使する=구사하다 | N1:使命=사명, 임무 | N1:駆使=구사,능숙하게사용함",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,43,優,"[""상냥하다""]","[""tenderness"", ""excel"", ""surpass"", ""actor"", ""superiority"", ""gentleness""]",copied_linked_word_gloss;narrow_ko_vs_english,10,"N1:優位=우위 | N1:優美=우아함 | N1:優勢=우세 | N1:優先=우선, 우선권 | N2:優勝=우승",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,43,寄,"[""들르다""]","[""draw near"", ""stop in"", ""bring near"", ""gather"", ""collect"", ""send"", ""forward""]",copied_linked_word_gloss;narrow_ko_vs_english,9,"N1:寄与=기여 | N1:取り寄せる=주문해서 받다, 가져오게 하다 | N1:引き寄せる=끌어당기다 | N1:寄り掛かる=기대다, 의지하다 | N1:押し寄せる=밀려오다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,43,寝,"[""자다""]","[""lie down"", ""sleep"", ""rest"", ""bed"", ""remain unsold""]",copied_linked_word_gloss;narrow_ko_vs_english,8,"N1:寝かせる=눕히다, 재우다, 숙성시키다 | N1:うたた寝=졸고 있음 | N2:昼寝=낮잠 | N2:朝寝坊=늦잠, 늦게 일어나는 사람 | N2:寝台=침대",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,43,暗,"[""어둡다""]","[""darkness"", ""disappear"", ""shade"", ""informal"", ""grow dark"", ""be blinded""]",copied_linked_word_gloss;narrow_ko_vs_english,9,N1:明暗=명암 | N1:暗殺=암살 | N1:暗示=암시 | N1:暗闇=어둠 | N2:薄暗い=어슴푸레하다,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
